"","Column1","Column2","Column3","Column4","Column5","predictKNN"
"2374",5,2,0,1,5,4
"2376",1,4,0,1,1,1
"2377",-5,-4,-3,2,3,3
"2378",-3,4,-1,1,-7,-7
"2379",-4,2,2,2,0,0
"2381",5,0,-3,3,1,1
"2382",1,-2,1,3,0,0
"2383",-4,2,1,2,-1,0
"2384",-3,-1,-3,2,0,0
"2385",5,3,-1,2,1,1
"2386",5,2,4,1,13,12
"2387",-4,4,-1,2,-4,-4
"2388",-2,0,4,3,0,0
"2389",-3,5,3,3,4,4
"2390",5,-5,1,2,0,0
"2391",3,0,4,2,1,1
"2392",-2,-2,3,1,-8,-8
"2393",2,3,4,1,14,14
"2394",3,1,-3,3,0,0
"2395",4,0,-1,2,2,1
"2396",0,3,-2,3,-2,-2
"2397",0,2,3,1,6,5
"2398",1,1,-1,2,0,0
"2399",5,1,-3,2,1,1
"2400",1,-1,0,2,0,0
"2401",5,1,4,3,3,3
"2402",-4,-1,4,1,-8,-7
"2403",-4,4,-1,1,-8,-8
"2404",1,5,3,1,16,16
"2405",-4,-1,3,3,-2,-2
"2406",1,3,3,2,5,5
"2407",-1,3,0,1,-1,-1
"2408",1,3,-1,3,0,0
"2409",-5,-1,-3,1,-2,-2
"2410",-1,-4,-1,2,1,1
"2411",0,1,3,2,1,1
"2412",1,4,-2,2,-3,-3
"2413",0,0,1,2,0,0
"2414",2,3,1,1,5,5
"2415",-1,-1,2,3,-1,-1
"2416",1,5,4,3,7,7
"2417",1,2,-2,3,-1,0
"2418",-1,-1,4,3,-1,-1
"2419",-3,-1,-3,1,0,1
"2420",-1,0,-1,3,0,0
"2422",3,3,1,3,2,2
"2423",-1,-3,3,3,-3,-3
"2424",4,4,4,3,6,6
"2425",-1,3,-1,1,-4,-3
"2426",0,-1,1,3,0,0
"2428",-5,-4,3,2,-8,-8
"2429",-4,-2,3,3,-3,-3
"2432",4,5,4,1,24,24
"2433",-4,0,-2,1,-4,-4
"2434",3,2,-3,1,-3,-3
"2435",-2,-4,2,1,-10,-10
"2436",-5,-5,-2,2,2,2
"2437",0,3,2,3,2,2
"2438",-1,-4,-3,2,5,5
"2439",4,-3,4,1,-8,-8
"2440",4,2,4,2,6,6
"2441",4,2,1,2,3,3
"2442",3,1,-1,1,2,1
"2443",-1,-2,-3,1,5,5
"2444",4,-1,3,3,0,0
"2445",-3,0,-1,3,-1,-1
"2446",5,3,2,1,11,11
"2447",2,4,3,3,4,4
"2448",0,-2,-2,2,2,2
"2449",4,-1,-3,1,7,7
"2450",-2,4,-3,2,-7,-7
"2451",2,5,0,3,0,0
"2452",1,-4,-2,3,3,3
"2453",-3,-1,-1,1,-2,-1
"2454",4,-3,4,2,-4,-4
"2455",5,-2,0,2,2,2
"2456",4,2,-2,1,0,0
"2457",3,1,0,1,3,2
"2458",-4,1,1,1,-3,-3
"2459",2,-2,2,1,-2,-1
"2460",0,-2,-2,1,4,3
"2461",-3,2,1,2,0,0
"2462",3,-1,4,3,0,0
"2463",4,-4,0,2,2,2
"2464",5,5,0,1,5,5
"2465",4,3,-3,1,-5,-5
"2466",4,4,-2,3,-1,-1
"2467",-4,-3,-2,2,1,0
"2468",-4,3,-3,3,-4,-4
"2469",5,5,0,3,1,1
"2470",3,-4,2,3,-1,-1
"2471",0,-3,-1,1,3,3
"2473",-3,4,1,1,1,1
"2474",5,-2,-1,1,7,7
"2475",4,4,1,1,8,8
"2476",-1,-5,0,1,-1,-1
"2477",0,-2,0,2,0,0
"2478",5,0,-3,3,1,1
"2479",2,0,0,1,2,2
"2480",1,0,0,1,1,0
"2481",-4,5,-3,2,-9,-9
"2482",4,4,1,2,4,3
"2483",-5,-1,1,3,-2,-1
"2484",-1,-3,-2,3,1,1
"2485",-2,-5,1,3,-2,-2
"2486",-1,-3,3,2,-5,-5
"2487",2,-4,3,1,-10,-9
"2488",3,5,-3,3,-4,-4
"2489",-2,-3,1,1,-5,-5
"2490",2,5,2,2,6,6
"2491",3,-1,4,3,0,0
"2492",4,-4,3,3,-2,-2
"2493",5,-5,1,3,0,0
"2494",-3,-4,2,2,-5,-5
"2495",5,4,-2,1,-3,-3
"2496",1,-3,-2,1,7,6
"2497",-5,2,1,3,-1,-1
"2498",4,2,-3,1,-2,-2
"2499",-2,5,-1,3,-2,-2
"2500",4,-4,1,3,0,0
"2501",-5,0,3,3,-1,-1
"2502",0,-1,-2,2,1,1
"2504",1,4,1,3,1,1
"2505",5,-5,-2,1,15,14
"2506",-5,-2,2,3,-3,-2
"2507",-5,-3,-1,3,0,0
"2508",-2,-5,-3,2,6,6
"2509",3,-2,-2,1,7,7
"2510",5,-5,4,2,-7,-8
"2511",3,-1,-1,2,2,2
"2512",-2,0,4,2,-1,-1
"2513",0,-3,4,2,-6,-5
"2514",-2,-4,0,1,-2,-2
"2515",-1,0,-3,2,0,0
"2516",5,5,4,2,12,12
"2517",0,-5,-2,3,3,3
"2518",3,1,4,1,7,6
"2519",3,1,1,3,1,1
"2520",0,5,1,2,2,2
"2522",-4,0,1,1,-4,-4
"2523",-3,3,-2,2,-4,-4
"2524",2,-3,3,3,-2,-2
"2525",-3,-1,4,2,-3,-3
"2526",-5,3,-1,2,-4,-3
"2527",-1,-4,-2,2,3,3
"2528",3,-2,-3,3,3,3
"2529",-1,-4,1,1,-5,-4
"2530",-3,3,-3,1,-12,-12
"2531",1,4,2,1,9,9
"2532",-5,0,3,3,-1,-1
"2534",-4,3,0,2,-2,-1
"2535",-2,-1,-1,2,0,0
"2537",0,-5,-2,1,10,10
"2538",-3,-1,-3,2,0,0
"2539",3,-1,1,3,0,0
"2540",4,-3,-1,3,2,2
"2541",1,-5,0,1,1,1
"2542",-1,2,1,1,1,1
"2543",1,3,0,3,0,0
"2544",3,0,0,3,1,1
"2545",1,4,-3,3,-3,-3
"2546",2,1,-2,3,0,0
"2547",5,4,0,2,2,2
"2548",-5,-5,2,1,-15,-15
"2549",3,4,-3,1,-9,-9
"2550",-5,5,0,3,-1,-1
"2551",4,2,3,3,3,3
"2553",0,4,-3,2,-6,-6
"2554",5,0,2,1,5,4
"2555",4,1,-3,3,0,0
"2556",-1,2,3,1,5,5
"2557",5,-2,-1,3,2,2
"2558",5,-1,4,2,0,0
"2559",-2,-3,-3,2,3,3
"2560",2,-5,1,2,-1,-1
"2561",2,-5,0,1,2,1
"2562",3,-4,4,2,-6,-6
"2563",3,-2,1,1,1,1
"2564",-5,-1,-3,3,0,0
"2565",-2,4,-2,1,-10,-9
"2566",-4,3,-2,2,-5,-5
"2567",5,3,4,3,5,5
"2568",-1,0,1,1,-1,0
"2569",-2,5,-3,1,-17,-17
"2570",-3,-3,-3,3,2,2
"2571",-4,-3,1,3,-2,-2
"2572",2,1,-3,2,0,0
"2573",2,-2,0,2,1,1
"2574",3,4,-2,1,-5,-5
"2575",0,-5,-3,1,15,14
"2577",4,-3,-2,1,10,10
"2578",-1,2,-3,1,-7,-7
"2579",3,-4,-3,2,7,7
"2580",2,4,-3,3,-3,-3
"2581",5,4,-3,2,-3,-3
"2582",-3,-5,-1,3,0,0
"2583",-1,2,-2,2,-2,-2
"2584",-5,4,1,2,0,0
"2585",-1,2,3,3,1,1
"2586",-3,-5,2,1,-13,-13
"2587",-1,2,-3,2,-3,-3
"2588",4,-4,4,1,-12,-12
"2589",-3,-4,-2,3,1,1
"2590",1,4,0,3,0,0
"2591",-4,-1,4,2,-4,-4
"2592",2,5,-3,2,-6,-6
"2593",5,3,2,3,3,3
"2594",1,-1,-2,1,3,3
"2595",5,-5,4,3,-5,-5
"2596",3,-3,3,3,-2,-2
"2597",-5,5,0,1,-5,-5
"2598",-1,4,4,1,15,15
"2599",5,-5,-2,2,7,7
"2600",4,2,-1,3,0,0
"2601",2,-3,-3,2,5,5
"2602",-1,-4,4,1,-17,-17
"2603",0,-3,1,2,-1,-1
"2604",1,3,-2,1,-5,-5
"2605",-4,2,-2,3,-2,-2
"2606",1,0,-1,3,0,0
"2607",-4,2,-2,1,-8,-8
"2608",-1,-4,-3,1,11,11
"2609",-5,-5,2,1,-15,-15
"2610",0,-4,4,1,-16,-16
"2611",4,5,0,2,2,2
"2612",1,-2,-2,2,2,2
"2613",2,-1,3,2,0,0
"2614",-4,4,2,1,4,4
"2615",-2,3,-2,1,-8,-9
"2616",0,-5,-2,2,5,4
"2617",5,4,-1,3,0,0
"2618",-2,-5,1,3,-2,-2
"2619",1,-1,2,3,0,0
"2620",3,2,-2,1,-1,-1
"2621",-5,3,-2,3,-3,-3
"2622",-3,0,2,2,-1,-1
"2623",5,4,4,1,21,20
"2624",4,-3,0,3,1,1
"2625",3,1,-2,1,1,0
"2626",3,-5,0,3,1,0
"2627",3,-4,3,1,-9,-9
"2628",0,0,-2,3,0,0
"2630",2,5,3,1,17,17
"2631",3,-3,3,3,-2,-2
"2632",-5,3,3,2,2,2
"2633",-2,4,0,2,-1,-1
"2634",-1,-2,-3,2,2,2
"2635",5,2,0,1,5,4
"2636",-3,3,-2,1,-9,-9
"2637",2,-4,-3,1,14,14
"2638",-5,4,3,1,7,7
"2639",5,4,1,3,3,3
"2640",-5,1,-2,2,-3,-3
"2641",1,4,1,1,5,5
"2642",-3,3,2,3,1,1
"2643",-4,-3,1,2,-3,-3
"2644",-1,-3,2,1,-7,-7
"2645",5,1,2,2,3,3
"2646",4,3,3,3,4,4
"2647",0,-3,0,1,0,0
"2648",0,1,2,2,1,1
"2649",3,3,3,1,12,11
"2650",-1,-2,1,2,-1,-1
"2651",-4,-4,-3,3,2,2
"2653",-1,1,0,3,0,0
"2654",-5,2,4,1,3,3
"2655",-4,4,4,3,4,3
"2656",0,2,0,1,0,0
"2657",2,4,-3,2,-5,-5
"2658",-4,3,2,3,0,0
"2659",4,-2,1,2,1,0
"2660",-4,2,0,3,-1,-1
"2661",-3,2,3,2,1,2
"2663",4,-3,-2,1,10,10
"2664",-4,-5,-1,3,0,0
"2665",3,-3,0,2,1,1
"2666",1,1,-2,3,0,0
"2667",5,4,2,1,13,12
"2668",0,1,3,1,3,3
"2669",2,-3,-1,2,2,2
"2670",-4,5,3,2,5,5
"2671",4,-4,1,3,0,0
"2672",3,-4,-3,3,5,4
"2673",-5,-5,-2,3,1,1
"2674",-3,-2,-2,1,1,1
"2675",5,1,4,3,3,3
"2676",-2,0,0,1,-2,-2
"2677",-4,1,0,1,-4,-3
"2678",-3,4,0,2,-1,-1
"2679",2,-4,-3,1,14,14
"2681",-1,-4,2,1,-9,-9
"2682",0,0,1,3,0,0
"2683",0,-1,0,2,0,0
"2684",-1,1,4,2,1,1
"2685",-5,3,3,1,4,4
"2686",2,1,-3,3,0,0
"2687",0,0,-2,1,0,0
"2688",-3,5,3,1,12,12
"2689",2,-4,3,3,-3,-3
"2690",-5,2,1,2,-1,-1
"2691",0,2,0,3,0,0
"2692",4,-4,1,3,0,0
"2693",5,-1,-2,1,7,7
"2694",-1,4,1,3,1,1
"2695",5,-5,-3,2,10,9
"2697",5,-5,3,3,-3,-3
"2698",5,4,-3,2,-3,-3
"2699",-3,-2,2,2,-3,-3
"2700",-5,-3,4,3,-5,-5
"2701",5,1,2,3,2,2
"2702",-3,-1,2,2,-2,-2
"2704",1,3,2,1,7,6
"2705",3,3,-1,2,0,0
"2706",4,-5,1,3,0,0
"2707",-4,-3,-1,2,0,0
"2708",1,-2,3,1,-5,-5
"2709",-1,-1,3,2,-2,-1
"2711",3,2,4,2,5,5
"2712",1,0,-2,2,0,0
"2713",2,3,3,2,5,5
"2714",-1,-1,4,2,-2,-2
"2715",4,1,-2,3,0,0
"2716",5,3,-3,2,-2,-2
"2717",0,5,-1,2,-2,-2
"2718",2,-4,-1,2,3,3
"2719",1,2,4,2,4,4
"2720",-2,-2,-3,3,1,1
"2721",-5,3,0,1,-5,-4
"2722",1,3,2,2,3,3
"2723",5,-2,1,2,1,1
"2724",1,-4,0,2,0,0
"2725",1,-3,0,2,0,0
"2726",2,5,-1,3,-1,-1
"2727",-5,-4,1,3,-3,-3
"2728",4,1,-1,2,1,1
"2729",-1,1,-2,1,-3,-3
"2730",1,-2,-1,2,1,1
"2731",-3,-2,1,2,-2,-2
"2732",-1,2,-2,2,-2,-2
"2733",3,1,3,3,2,2
"2734",5,4,0,3,1,1
"2735",3,1,4,2,3,3
"2736",-3,-2,4,2,-5,-5
"2737",-5,-1,3,1,-8,-7
"2738",-3,5,2,1,7,7
"2739",-3,-5,4,2,-11,-11
"2740",3,4,1,3,2,2
"2741",4,3,0,2,2,2
"2742",-2,5,-1,1,-7,-7
"2743",3,0,-2,3,1,1
"2744",0,-5,-3,2,7,7
"2745",3,4,1,1,7,6
"2747",-1,-3,-1,3,0,0
"2748",-4,3,-2,2,-5,-5
"2749",5,1,2,1,7,7
"2750",-1,-5,-1,2,2,2
"2751",-1,-2,-1,3,0,0
"2752",3,1,-2,2,0,0
"2753",-3,0,3,1,-3,-3
"2754",-1,-2,3,3,-2,-2
"2755",-1,3,3,3,2,2
"2756",-3,-3,-3,2,3,3
"2757",-4,-1,-2,2,-1,0
"2758",0,5,2,3,3,3
"2759",-5,-4,0,3,-1,-1
"2760",-4,5,2,3,2,2
"2761",-4,-5,4,3,-8,-8
"2762",-5,3,4,3,2,2
"2763",0,-2,-3,2,3,2
"2764",4,-3,-2,3,3,3
"2765",-4,0,2,1,-4,-3
"2766",-5,3,-2,1,-11,-11
"2767",5,1,4,1,9,9
"2768",0,-2,3,3,-2,-2
"2769",-1,4,-3,3,-4,-4
"2770",-2,1,1,3,0,0
"2771",5,1,-1,3,1,1
"2772",0,-1,3,1,-3,-3
"2773",-5,2,0,2,-2,-2
"2774",4,3,2,3,3,3
"2776",5,1,0,2,2,2
"2777",-1,3,2,2,2,2
"2778",4,-4,2,2,-2,-2
"2779",-2,-4,4,2,-9,-9
"2780",5,5,2,3,5,5
"2781",5,-5,3,3,-3,-3
"2782",0,5,1,2,2,2
"2783",0,5,1,3,1,1
"2784",0,2,-1,2,-1,-1
"2785",2,0,4,3,0,0
"2786",-3,5,0,3,-1,-1
"2787",-4,-5,3,2,-9,-9
"2788",5,4,0,3,1,1
"2789",3,-1,2,2,0,0
"2790",2,1,0,1,2,2
"2791",5,5,3,2,10,10
"2792",-1,4,2,2,3,3
"2793",4,3,0,3,1,1
"2794",-3,-1,0,2,-1,-1
"2795",-2,-2,-2,1,2,1
"2796",1,3,0,1,1,1
"2797",1,0,-2,1,1,1
"2798",-2,5,1,2,1,1
"2799",1,4,2,1,9,9
"2800",-5,-5,2,1,-15,-15
"2801",2,-1,-3,3,1,1
"2802",-1,-2,3,2,-3,-3
"2803",-1,4,0,3,0,0
"2804",-5,-2,4,1,-13,-12
"2805",-3,3,-2,2,-4,-4
"2806",-5,-5,4,2,-12,-12
"2807",3,-4,4,3,-4,-4
"2808",2,-3,-2,1,8,8
"2810",4,0,3,1,4,4
"2811",5,-2,-2,2,4,4
"2812",-4,-3,-1,3,0,0
"2813",5,-5,2,1,-5,-5
"2814",-2,-4,1,1,-6,-6
"2815",4,1,1,3,1,1
"2816",5,-4,-2,1,13,13
"2817",-1,1,4,1,3,2
"2818",2,-3,0,2,1,1
"2819",-2,-2,4,3,-3,-3
"2820",4,3,4,3,5,5
"2821",-1,5,-1,3,-2,-1
"2822",-5,-4,-2,3,1,1
"2823",3,1,0,2,1,1
"2824",-5,-2,-3,3,0,0
"2825",4,2,4,3,4,3
"2826",-3,3,0,2,-1,-1
"2827",-2,-1,0,2,-1,-1
"2828",-3,3,4,1,9,9
"2829",5,5,3,2,10,10
"2830",3,5,-2,1,-7,-7
"2831",-3,2,4,3,1,1
"2832",-3,3,-3,3,-4,-4
"2833",-1,3,-1,2,-2,-2
"2834",-5,-2,4,2,-6,-6
"2835",0,5,-3,2,-7,-7
"2836",-5,1,2,2,-1,-1
"2837",2,2,1,1,4,4
"2838",-5,-5,3,1,-20,-19
"2839",1,1,-1,2,0,0
"2840",-4,-3,2,3,-3,-3
"2841",-1,0,2,1,-1,0
"2842",3,2,0,2,1,1
"2843",-4,1,-2,3,-2,-2
"2844",0,1,2,2,1,1
"2845",3,-1,1,2,1,1
"2846",-1,5,-3,3,-5,-5
"2847",-1,-1,4,1,-5,-4
"2848",-3,5,-3,1,-18,-18
"2849",1,0,-2,3,0,0
"2850",-4,-2,0,1,-4,-4
"2851",-2,5,4,2,9,9
"2852",-2,-5,4,1,-22,-22
"2853",-1,5,0,2,0,0
"2854",-1,-3,-3,2,4,4
"2855",1,-1,1,3,0,0
"2856",2,-3,2,2,-2,-1
"2857",3,1,0,2,1,1
"2858",2,-4,-2,2,5,5
"2859",3,3,-3,1,-6,-6
"2860",-5,-5,-2,2,2,2
"2861",-1,4,1,3,1,1
"2862",0,-2,0,1,0,0
"2863",-3,-5,1,3,-2,-2
"2864",-1,-1,4,1,-5,-4
"2865",5,2,1,3,2,2
"2866",5,2,-2,2,0,0
"2867",-2,-1,2,1,-4,-4
"2868",-1,5,2,3,3,2
"2869",0,4,0,1,0,0
"2870",-3,5,-2,2,-6,-6
"2871",0,-4,4,1,-16,-16
"2873",-4,-1,-3,2,0,0
"2874",-5,4,0,3,-1,-1
"2875",0,1,-3,3,-1,0
"2876",-2,-3,-3,1,7,7
"2877",5,-2,4,1,-3,-3
"2878",0,-3,2,2,-3,-3
"2879",0,4,-2,1,-8,-8
"2880",-5,-4,3,1,-17,-16
"2881",-4,4,-1,2,-4,-4
"2882",4,2,-2,1,0,0
"2883",-4,3,4,1,8,8
"2884",2,3,1,3,1,1
"2885",4,3,3,3,4,4
"2886",2,-3,-2,1,8,8
"2888",-5,4,3,1,7,7
"2889",1,-3,-3,1,10,10
"2890",-5,4,2,1,3,3
"2891",5,4,-2,2,-1,-1
"2892",1,-2,-2,2,2,2
"2893",-1,-3,-3,2,4,4
"2894",1,3,2,2,3,3
"2895",-3,0,3,2,-1,-1
"2896",-2,2,-1,1,-4,-4
"2897",-5,-3,0,1,-5,-4
"2898",5,-5,4,3,-5,-5
"2899",2,-5,1,2,-1,-1
"2900",-5,2,2,3,0,0
"2901",2,2,0,1,2,2
"2902",-1,2,3,1,5,5
"2903",-1,2,-3,3,-2,-2
"2904",-4,-2,1,3,-2,-1
"2905",-1,3,4,1,11,10
"2906",3,4,-3,1,-9,-9
"2907",3,3,1,3,2,2
"2908",2,4,-2,2,-3,-2
"2910",-4,3,-3,2,-6,-6
"2911",1,-2,-3,3,2,2
"2912",1,5,-1,3,-1,-1
"2913",4,2,2,2,4,4
"2914",4,-2,-3,3,3,3
"2915",5,-3,-3,3,4,4
"2916",-1,-5,-3,2,7,7
"2917",1,-4,-3,2,6,6
"2918",4,3,2,1,10,10
"2919",2,4,1,3,2,2
"2920",2,5,-2,3,-2,-2
"2921",3,-1,1,2,1,1
"2922",-4,2,-1,3,-2,-2
"2923",1,-5,1,1,-4,-4
"2924",-5,-5,-3,1,10,10
"2925",1,1,0,1,1,1
"2926",3,5,0,3,1,1
"2928",2,0,3,1,2,2
"2929",0,-5,-1,3,1,1
"2930",0,1,1,1,1,1
"2931",2,3,3,1,11,11
"2932",2,3,4,2,7,7
"2933",3,-3,0,1,3,2
"2934",5,-1,4,2,0,0
"2935",2,-3,-1,1,5,5
"2936",5,-4,-1,2,4,4
"2937",-3,3,-2,3,-3,-3
"2938",0,-4,-1,1,4,4
"2939",0,-3,4,2,-6,-5
"2940",-2,0,3,3,0,0
"2941",3,-4,1,2,0,0
"2942",0,2,0,1,0,0
"2943",0,5,1,2,2,2
"2944",-4,5,-2,1,-14,-14
"2945",1,5,4,1,21,20
"2946",4,3,1,2,3,3
"2947",1,-3,4,3,-3,-3
"2949",5,2,3,3,3,3
"2950",-1,-4,4,2,-8,-8
"2951",0,2,3,3,2,1
"2952",-2,-5,4,1,-22,-22
"2953",3,5,-3,2,-6,-5
"2954",-3,1,-1,2,-2,-1
"2955",0,5,4,2,10,10
"2956",0,4,3,1,12,12
"2957",-4,2,3,2,1,1
"2958",4,-4,2,2,-2,-2
"2959",-4,5,-3,2,-9,-9
"2961",1,-5,4,2,-9,-9
"2962",3,-3,-1,3,2,2
"2963",1,-2,1,3,0,0
"2964",-2,5,0,1,-2,-2
"2965",-3,-4,0,1,-3,-3
"2966",3,4,2,3,3,3
"2967",1,-5,1,2,-2,-2
"2968",3,0,2,3,1,1
"2970",-5,3,-2,3,-3,-3
"2971",-2,-4,-1,3,0,0
"2972",3,4,4,3,6,6
"2973",-2,2,2,3,0,0
"2974",4,-5,-2,1,14,13
"2975",-4,-1,2,1,-6,-6
"2976",0,3,-3,1,-9,-8
"2977",-2,0,4,1,-2,-1
"2978",2,-4,1,1,-2,-2
"2979",-1,3,-2,2,-3,-3
"2980",-1,4,-1,3,-1,-1
"2981",0,-2,4,1,-8,-7
"2982",3,-1,3,3,0,0
"2983",-1,-4,0,2,0,0
"2984",4,-5,3,1,-11,-11
"2985",5,-5,-2,3,5,5
"2986",3,-1,4,2,0,0
"2987",-3,-1,-3,2,0,0
"2988",2,2,-3,1,-4,-3
"2989",2,-4,-1,3,2,2
"2990",-4,-2,-3,2,1,1
"2991",-3,-3,3,2,-6,-5
"2992",2,-5,-1,-50,3,0
"2993",1,-5,4,2,-9,-9
"2994",0,2,1,3,0,0
"2995",-3,5,0,2,-1,-1
"2996",2,-2,-1,1,4,4
"2997",5,-4,-1,2,4,4
"2998",1,-2,-1,3,1,1
"2999",2,0,-2,3,0,0
"3000",-2,0,-3,1,-2,-2
"3001",1,-3,4,1,-11,-11
"3002",1,-2,-2,3,1,1
"3003",2,2,2,1,6,6
"3004",-5,-5,1,2,-5,-5
"3005",-3,-1,0,1,-3,-2
"3006",2,5,4,3,7,7
"3007",-1,-1,0,2,0,0
"3008",4,-1,2,1,2,2
"3009",5,-1,-1,2,3,3
"3010",2,-3,1,3,0,0
"3011",-5,-3,2,2,-5,-5
"3012",-1,0,1,3,0,0
"3013",-5,-5,-3,1,10,10
"3014",0,4,-3,2,-6,-6
"3015",2,-2,0,3,0,0
"3016",2,3,0,3,0,0
"3017",3,2,0,3,1,1
"3018",5,-5,4,3,-5,-5
"3019",1,0,-1,3,0,0
"3020",2,5,-1,1,-3,-3
"3021",1,-3,4,2,-5,-5
"3022",1,3,-2,3,-1,-1
"3023",2,2,3,2,4,3
"3024",-2,4,0,3,0,0
"3025",-2,-5,4,2,-11,-11
"3026",-5,-3,3,3,-4,-4
"3027",1,-1,4,1,-3,-3
"3028",3,3,-3,2,-3,-3
"3030",-2,3,0,3,0,0
"3031",4,-1,4,1,0,0
"3032",3,5,-2,1,-7,-7
"3033",-1,-5,4,1,-21,-21
"3034",0,4,-1,3,-1,-1
"3035",4,-4,0,1,4,3
"3036",4,4,0,3,1,1
"3037",-4,5,1,3,0,0
"3038",4,4,0,1,4,4
"3039",4,5,3,3,6,6
"3040",-5,5,-1,3,-3,-3
"3041",-2,-5,1,3,-2,-2
"3042",4,5,4,1,24,24
"3043",2,-5,1,3,-1,0
"3044",0,5,0,2,0,0
"3045",1,-3,-2,2,3,3
"3046",-1,-2,4,3,-3,-3
"3047",3,-3,3,1,-6,-6
"3048",-5,-2,0,1,-5,-5
"3050",-2,3,3,1,7,6
"3051",-4,-1,3,2,-3,-3
"3052",3,-3,2,2,-1,-1
"3053",-5,2,-2,3,-3,-3
"3054",5,-1,-1,3,2,2
"3055",-5,1,2,1,-3,-3
"3056",-2,-4,4,3,-6,-5
"3057",5,4,0,3,1,1
"3058",0,-5,-1,1,5,5
"3059",3,-5,-3,2,9,9
"3060",1,5,-3,3,-4,-4
"3061",4,-3,-1,3,2,2
"3062",2,1,2,2,2,2
"3063",-2,1,2,1,0,0
"3064",-3,-5,4,3,-7,-7
"3065",2,5,2,2,6,6
"3066",3,-5,-2,2,6,6
"3067",0,-2,1,2,-1,-1
"3068",4,4,0,1,4,4
"3069",1,2,-2,2,-1,-1
"3070",-1,1,2,3,0,0
"3071",3,2,2,3,2,2
"3072",4,-1,4,3,0,0
"3073",2,-1,4,2,-1,0
"3074",-5,3,3,3,1,1
"3075",2,-5,-3,1,17,17
"3076",-5,4,2,3,1,1
"3077",5,4,-3,1,-7,-7
"3078",1,2,-2,2,-1,-1
"3079",0,-4,1,1,-4,-4
"3080",2,-3,-3,1,11,11
"3081",5,1,-1,1,4,3
"3082",5,-1,4,3,0,0
"3084",-2,1,4,1,2,2
"3085",-3,0,-2,1,-3,-3
"3086",0,0,0,2,0,0
"3087",0,-1,2,1,-2,-2
"3088",5,4,1,3,3,3
"3089",-3,2,-2,1,-7,-6
"3090",5,-1,2,1,3,2
"3091",-1,-1,2,2,-1,-1
"3092",-4,2,-2,1,-8,-8
"3093",-3,-2,1,3,-1,-1
"3094",0,-1,1,1,-1,-1
"3095",0,4,-2,1,-8,-8
"3096",-3,-3,-1,3,0,0
"3097",4,5,3,2,9,9
"3098",1,1,4,1,5,5
"3099",0,-5,1,1,-5,-4
"3100",-5,5,-2,3,-5,-5
"3101",4,-2,4,3,-1,-1
"3102",2,-5,0,3,0,0
"3103",-4,-4,2,3,-4,-3
"3104",-4,5,-2,2,-7,-7
"3105",2,5,-2,3,-2,-2
"3106",-4,2,-3,3,-3,-3
"3107",5,4,1,1,9,9
"3108",-1,-4,1,3,-1,-1
"3109",-2,-4,-2,1,6,6
"3110",2,4,3,3,4,4
"3111",2,-4,1,1,-2,-2
"3112",0,-5,-2,3,3,3
"3113",-4,0,0,2,-2,-2
"3114",-1,-4,2,2,-4,-4
"3115",4,-1,-3,2,3,3
"3116",3,-4,2,2,-2,-2
"3118",-1,-3,-2,2,2,2
"3119",2,-4,1,3,0,0
"3120",1,-5,-2,1,11,10
"3121",5,-3,3,3,-1,-1
"3122",-2,3,-3,3,-3,-3
"3123",3,1,0,2,1,1
"3124",-1,-5,-1,2,2,2
"3125",1,-5,4,1,-19,-19
"3126",1,-3,-3,3,3,3
"3127",-4,-3,-3,2,2,2
"3128",-4,-1,0,1,-4,-3
"3129",4,0,-1,1,4,4
"3130",2,-1,-1,2,1,1
"3131",-1,1,-2,1,-3,-3
"3132",0,3,-3,2,-4,-4
"3133",5,-3,-2,3,3,3
"3134",5,1,2,1,7,7
"3135",-3,3,-1,1,-6,-6
"3136",3,-1,0,3,1,1
"3137",-5,-4,1,2,-4,-3
"3138",-1,-2,-2,2,1,1
"3139",3,5,1,2,4,4
"3140",-1,-1,-2,3,0,0
"3142",-5,-1,2,3,-2,-2
"3143",3,-3,3,1,-6,-6
"3144",0,0,4,1,0,0
"3145",5,-5,1,1,0,0
"3146",2,-2,1,2,0,0
"3147",5,-4,-1,3,3,3
"3148",2,2,-1,2,0,0
"3149",5,-4,-2,3,4,4
"3150",2,2,2,1,6,6
"3151",-1,5,2,1,9,8
"3152",5,5,-2,2,-2,-2
"3153",-4,2,2,3,0,0
"3154",-3,-5,1,1,-8,-7
"3155",-1,5,-3,1,-16,-16
"3156",0,5,-2,2,-5,-5
"3157",-1,-1,-3,1,2,2
"3158",1,2,-1,1,-1,-1
"3159",1,-4,0,3,0,0
"3160",2,-4,-3,3,4,4
"3161",-3,-3,4,1,-15,-14
"3162",1,5,3,1,16,16
"3163",0,-5,1,3,-1,-1
"3164",5,-2,2,2,0,0
"3165",-3,4,-3,2,-7,-7
"3166",-3,0,0,3,-1,0
"3167",4,-4,4,3,-4,-4
"3168",0,-4,1,2,-2,-2
"3170",0,4,2,2,4,4
"3171",-2,5,2,3,2,2
"3172",4,-3,1,1,1,1
"3173",3,-1,1,3,0,0
"3174",3,3,-3,2,-3,-3
"3175",-5,4,2,1,3,3
"3176",-1,3,3,2,4,4
"3177",2,0,0,2,1,0
"3178",0,-1,1,1,-1,-1
"3180",-5,0,-3,2,-2,-2
"3182",-1,-1,0,1,-1,0
"3183",5,-1,-3,1,8,8
"3184",-4,1,3,3,0,0
